id	compound	class	paraphrase	correct	score
140	air attack	PROD-R	air attack is  an attack that an air produces	0	5.527097225189209
140	air attack	PRODUCTION	air attack is an attack that produces an air	0	3.9302539825439453
140	air attack	CONT-R	air attack is an attack that contains an air	0	3.8783702850341797
140	air attack	TOPIC-R	air attack is an attack that is about an air	0	4.179300785064697
140	air attack	COMP-R	air attack is an attack that is composed of an air	0	3.4777183532714844
140	air attack	PURPOSE	air attack is an attack intended for an air	0	3.951204776763916
141	studio audience	LOCATION	studio audience is an audience that is located in a studio	1	3.1783947944641113
141	studio audience	PARTONOMY	studio audience is an audience that is part of a studio	0	3.1112961769104004
141	studio audience	USG-R	studio audience is an audience that uses a studio	0	4.433535575866699
141	studio audience	PROD-R	studio audience is  an audience that a studio produces	0	5.53360652923584
141	studio audience	PRODUCTION	studio audience is an audience that produces a studio	0	4.600428581237793
141	studio audience	CONT-R	studio audience is an audience that contains a studio	0	4.557694435119629
141	studio audience	TOPIC-R	studio audience is an audience that is about a studio	0	4.458017826080322
141	studio audience	COMP-R	studio audience is an audience that is composed of a studio	0	3.574800968170166
141	studio audience	PURPOSE	studio audience is an audience intended for a studio	0	4.454244613647461
142	garage band	LOCATION	garage band is a band that is located in a garage	1	2.973658561706543
142	garage band	PARTONOMY	garage band is a band that is part of a garage	0	2.930370807647705
142	garage band	USG-R	garage band is a band that uses a garage	0	3.507472276687622
142	garage band	PROD-R	garage band is  a band that a garage produces	0	5.077934741973877
142	garage band	PRODUCTION	garage band is a band that produces a garage	0	3.7777485847473145
142	garage band	CONT-R	garage band is a band that contains a garage	0	3.8122682571411133
142	garage band	TOPIC-R	garage band is a band that is about a garage	0	3.512726306915283
142	garage band	COMP-R	garage band is a band that is composed of a garage	0	3.2676336765289307
142	garage band	PURPOSE	garage band is a band intended for a garage	0	3.9145960807800293
143	river bank	LOCATION	river bank is a bank that is located near a river	1	3.565768003463745
143	river bank	PARTONOMY	river bank is a bank that is part of a river	0	3.461536407470703
143	river bank	USG-R	river bank is a bank that uses a river	0	4.02086877822876
143	river bank	PROD-R	river bank is  a bank that a river produces	0	5.676520347595215
143	river bank	PRODUCTION	river bank is a bank that produces a river	0	4.654458045959473
143	river bank	CONT-R	river bank is a bank that contains a river	0	4.281924724578857
143	river bank	TOPIC-R	river bank is a bank that is about a river	0	4.393268585205078
143	river bank	COMP-R	river bank is a bank that is composed of a river	0	3.79233980178833
143	river bank	PURPOSE	river bank is a bank intended for a river	0	4.846540927886963
144	church bell	LOCATION	church bell is a bell that is located in a church	1	2.9947049617767334
144	church bell	PARTONOMY	church bell is a bell that is part of a church	0	2.8902180194854736
144	church bell	USG-R	church bell is a bell that uses a church	0	4.25460958480835
144	church bell	PROD-R	church bell is  a bell that a church produces	0	5.218879222869873
144	church bell	PRODUCTION	church bell is a bell that produces a church	0	4.092164993286133
144	church bell	CONT-R	church bell is a bell that contains a church	0	4.147892951965332
144	church bell	TOPIC-R	church bell is a bell that is about a church	0	4.004777908325195
144	church bell	COMP-R	church bell is a bell that is composed of a church	0	3.698800802230835
144	church bell	PURPOSE	church bell is a bell intended for a church	0	4.1152024269104
145	parcel bomb	LOCATION	parcel bomb is a bomb that is located in a parcel	1	3.4018125534057617
145	parcel bomb	PARTONOMY	parcel bomb is a bomb that is part of a parcel	0	3.451496124267578
145	parcel bomb	USG-R	parcel bomb is a bomb that uses a parcel	0	3.7832107543945312
145	parcel bomb	PROD-R	parcel bomb is  a bomb that a parcel produces	0	5.6753668785095215
145	parcel bomb	PRODUCTION	parcel bomb is a bomb that produces a parcel	0	4.010653018951416
145	parcel bomb	CONT-R	parcel bomb is a bomb that contains a parcel	0	3.733689308166504
145	parcel bomb	TOPIC-R	parcel bomb is a bomb that is about a parcel	0	4.408761501312256
145	parcel bomb	COMP-R	parcel bomb is a bomb that is composed of a parcel	0	3.5943973064422607
145	parcel bomb	PURPOSE	parcel bomb is a bomb intended for a parcel	0	4.342275619506836
146	mail bomb	LOCATION	mail bomb is a bomb that is located in a mail	1	3.726078748703003
146	mail bomb	PARTONOMY	mail bomb is a bomb that is part of a mail	0	3.731311559677124
146	mail bomb	USG-R	mail bomb is a bomb that uses a mail	0	3.985642194747925
146	mail bomb	PROD-R	mail bomb is  a bomb that a mail produces	0	6.315796375274658
146	mail bomb	PRODUCTION	mail bomb is a bomb that produces a mail	0	4.2541913986206055
146	mail bomb	CONT-R	mail bomb is a bomb that contains a mail	0	4.211577892303467
146	mail bomb	TOPIC-R	mail bomb is a bomb that is about a mail	0	4.656521797180176
146	mail bomb	COMP-R	mail bomb is a bomb that is composed of a mail	0	3.647142171859741
146	mail bomb	PURPOSE	mail bomb is a bomb intended for a mail	0	4.573077201843262
147	letter bomb	LOCATION	letter bomb is a bomb that is located in a letter	1	3.2801826000213623
147	letter bomb	PARTONOMY	letter bomb is a bomb that is part of a letter	0	3.2438111305236816
147	letter bomb	USG-R	letter bomb is a bomb that uses a letter	0	3.4599497318267822
147	letter bomb	PROD-R	letter bomb is  a bomb that a letter produces	0	5.604589462280273
147	letter bomb	PRODUCTION	letter bomb is a bomb that produces a letter	0	3.563567876815796
147	letter bomb	CONT-R	letter bomb is a bomb that contains a letter	0	3.4167234897613525
147	letter bomb	TOPIC-R	letter bomb is a bomb that is about a letter	0	4.0369696617126465
147	letter bomb	COMP-R	letter bomb is a bomb that is composed of a letter	0	3.18200421333313
147	letter bomb	PURPOSE	letter bomb is a bomb intended for a letter	0	4.257335186004639
148	school book	LOCATION	school book is a book that is located in a school	1	2.9440784454345703
148	school book	PARTONOMY	school book is a book that is part of a school	0	2.781048059463501
148	school book	USG-R	school book is a book that uses a school	0	3.9895172119140625
148	school book	PROD-R	school book is  a book that a school produces	0	4.840151309967041
148	school book	PRODUCTION	school book is a book that produces a school	0	4.461994647979736
148	school book	CONT-R	school book is a book that contains a school	0	3.549006938934326
148	school book	TOPIC-R	school book is a book that is about a school	0	3.435577869415283
148	school book	COMP-R	school book is a book that is composed of a school	0	3.5584609508514404
148	school book	PURPOSE	school book is a book intended for a school	0	3.8330531120300293
149	skin cancer	LOCATION	skin cancer is a cancer that is located on the skin	1	2.8912129402160645
149	skin cancer	PARTONOMY	skin cancer is a cancer that is part of the skin	0	2.747000217437744
149	skin cancer	USG-R	skin cancer is a cancer that uses the skin	0	3.650217294692993
149	skin cancer	PROD-R	skin cancer is  a cancer that the skin produces	0	4.49010705947876
149	skin cancer	PRODUCTION	skin cancer is a cancer that produces the skin	0	3.91536021232605
149	skin cancer	CONT-R	skin cancer is a cancer that contains the skin	0	4.208199977874756
149	skin cancer	TOPIC-R	skin cancer is a cancer that is about the skin	0	3.5674374103546143
149	skin cancer	COMP-R	skin cancer is a cancer that is composed of the skin	0	3.505380392074585
149	skin cancer	PURPOSE	skin cancer is a cancer intended for the skin	0	4.2727861404418945
150	lung cancer	LOCATION	lung cancer is a cancer that is located in the lungs	1	2.370866060256958
150	lung cancer	PARTONOMY	lung cancer is a cancer that is part of the lungs	0	2.959045171737671
150	lung cancer	USG-R	lung cancer is a cancer that uses the lungs	0	3.8234212398529053
150	lung cancer	PROD-R	lung cancer is  a cancer that the lungs produce	0	4.52065372467041
150	lung cancer	PRODUCTION	lung cancer is a cancer that produces the lungs	0	4.559746742248535
150	lung cancer	CONT-R	lung cancer is a cancer that contains the lungs	0	4.370233535766602
150	lung cancer	TOPIC-R	lung cancer is a cancer that is about the lungs	0	3.6321938037872314
150	lung cancer	COMP-R	lung cancer is a cancer that is composed of the lungs	0	4.015336036682129
150	lung cancer	PURPOSE	lung cancer is a cancer intended for the lungs	0	4.153675079345703
151	colon cancer	LOCATION	colon cancer is a cancer that is located in the colon	1	2.184819459915161
151	colon cancer	PARTONOMY	colon cancer is a cancer that is part of the colon	0	2.522554874420166
151	colon cancer	USG-R	colon cancer is a cancer that uses the colon	0	2.832707643508911
151	colon cancer	PROD-R	colon cancer is  a cancer that the colon produces	0	4.438517093658447
151	colon cancer	PRODUCTION	colon cancer is a cancer that produces the colon	0	3.600184202194214
151	colon cancer	CONT-R	colon cancer is a cancer that contains the colon	0	3.396738052368164
151	colon cancer	TOPIC-R	colon cancer is a cancer that is about the colon	0	3.137199878692627
151	colon cancer	COMP-R	colon cancer is a cancer that is composed of the colon	0	2.993204355239868
151	colon cancer	PURPOSE	colon cancer is a cancer intended for the colon	0	3.6663742065429688
152	prostate cancer	LOCATION	prostate cancer is a cancer that is located in the prostate	1	2.205226182937622
152	prostate cancer	PARTONOMY	prostate cancer is a cancer that is part of the prostate	0	2.681861162185669
152	prostate cancer	USG-R	prostate cancer is a cancer that uses the prostate	0	3.1976571083068848
152	prostate cancer	PROD-R	prostate cancer is  a cancer that the prostate produces	0	4.439262866973877
152	prostate cancer	PRODUCTION	prostate cancer is a cancer that produces the prostate	0	3.787858724594116
152	prostate cancer	CONT-R	prostate cancer is a cancer that contains the prostate	0	3.8124465942382812
152	prostate cancer	TOPIC-R	prostate cancer is a cancer that is about the prostate	0	3.239610433578491
152	prostate cancer	COMP-R	prostate cancer is a cancer that is composed of the prostate	0	3.1864242553710938
152	prostate cancer	PURPOSE	prostate cancer is a cancer intended for the prostate	0	3.9497554302215576
153	town center	LOCATION	town center is a center that is located in a town	1	2.8408401012420654
153	town center	PARTONOMY	town center is a center that is part of a town	0	3.052471876144409
153	town center	USG-R	town center is a center that uses a town	0	4.43026065826416
153	town center	PROD-R	town center is  a center that a town produces	0	5.027613162994385
153	town center	PRODUCTION	town center is a center that produces a town	0	4.488886833190918
153	town center	CONT-R	town center is a center that contains a town	0	3.9493348598480225
153	town center	TOPIC-R	town center is a center that is about a town	0	4.049651145935059
153	town center	COMP-R	town center is a center that is composed of a town	0	3.6942367553710938
153	town center	PURPOSE	town center is a center intended for a town	0	4.216732978820801
154	office chair	LOCATION	office chair is a chair that is located in an office	1	2.8131229877471924
154	office chair	PARTONOMY	office chair is a chair that is part of an office	0	2.7582294940948486
154	office chair	USG-R	office chair is a chair that uses an office	0	3.6784801483154297
154	office chair	PROD-R	office chair is  a chair that an office produces	0	5.618481159210205
154	office chair	PRODUCTION	office chair is a chair that produces an office	0	4.208696365356445
154	office chair	CONT-R	office chair is a chair that contains an office	0	3.7231435775756836
154	office chair	TOPIC-R	office chair is a chair that is about an office	0	3.944575071334839
154	office chair	COMP-R	office chair is a chair that is composed of an office	0	3.3323867321014404
154	office chair	PURPOSE	office chair is a chair intended for an office	0	3.4912729263305664
155	country club	LOCATION	country club is a club that is located in a country	1	2.8330657482147217
155	country club	PARTONOMY	country club is a club that is part of a country	0	2.921623468399048
155	country club	USG-R	country club is a club that uses a country	0	3.854203701019287
155	country club	PROD-R	country club is  a club that a country produces	0	5.31507682800293
155	country club	PRODUCTION	country club is a club that produces a country	0	4.252185821533203
155	country club	CONT-R	country club is a club that contains a country	0	3.8885700702667236
155	country club	TOPIC-R	country club is a club that is about a country	0	3.861034870147705
155	country club	COMP-R	country club is a club that is composed of a country	0	3.370535373687744
155	country club	PURPOSE	country club is a club intended for a country	0	4.128678321838379
156	desktop computer	LOCATION	desktop computer is a computer that is located on a desktop	1	2.595670700073242
156	desktop computer	PARTONOMY	desktop computer is a computer that is part of a desktop	0	2.7022080421447754
156	desktop computer	USG-R	desktop computer is a computer that uses a desktop	0	3.0661306381225586
156	desktop computer	PROD-R	desktop computer is  a computer that a desktop produces	0	5.336868762969971
156	desktop computer	PRODUCTION	desktop computer is a computer that produces a desktop	0	3.9377338886260986
156	desktop computer	CONT-R	desktop computer is a computer that contains a desktop	0	3.5121912956237793
156	desktop computer	TOPIC-R	desktop computer is a computer that is about a desktop	0	3.7395596504211426
156	desktop computer	COMP-R	desktop computer is a computer that is composed of a desktop	0	3.2385246753692627
156	desktop computer	PURPOSE	desktop computer is a computer intended for a desktop	0	3.5959715843200684
157	home computer	LOCATION	home computer is a computer that is located at home	1	3.009065628051758
157	home computer	PARTONOMY	home computer is a computer that is part of home	0	3.4356369972229004
157	home computer	USG-R	home computer is a computer that uses home	0	4.451993465423584
157	home computer	PROD-R	home computer is  a computer that home produces	0	6.091581344604492
157	home computer	PRODUCTION	home computer is a computer that produces home	0	5.11450719833374
157	home computer	CONT-R	home computer is a computer that contains home	0	4.665351867675781
157	home computer	TOPIC-R	home computer is a computer that is about home	0	4.340424537658691
157	home computer	COMP-R	home computer is a computer that is composed of home	0	4.032517433166504
157	home computer	PURPOSE	home computer is a computer intended for home	0	4.176022052764893
158	street corner	LOCATION	street corner is a corner that is located on a street	1	2.6879475116729736
158	street corner	PARTONOMY	street corner is a corner that is part of a street	0	2.954824447631836
158	street corner	USG-R	street corner is a corner that uses a street	0	4.255460262298584
158	street corner	PROD-R	street corner is  a corner that a street produces	0	5.61554479598999
158	street corner	PRODUCTION	street corner is a corner that produces a street	0	4.4524688720703125
158	street corner	CONT-R	street corner is a corner that contains a street	0	3.6985840797424316
158	street corner	TOPIC-R	street corner is a corner that is about a street	0	3.95394229888916
158	street corner	COMP-R	street corner is a corner that is composed of a street	0	3.42082142829895
158	street corner	PURPOSE	street corner is a corner intended for a street	0	4.388172626495361
159	kitchen counter	LOCATION	kitchen counter is a counter that is located in a kitchen	1	3.0273046493530273
159	kitchen counter	PARTONOMY	kitchen counter is a counter that is part of a kitchen	0	2.9844069480895996
159	kitchen counter	USG-R	kitchen counter is a counter that uses a kitchen	0	4.298231601715088
159	kitchen counter	PROD-R	kitchen counter is  a counter that a kitchen produces	0	5.4782843589782715
159	kitchen counter	PRODUCTION	kitchen counter is a counter that produces a kitchen	0	4.5305023193359375
159	kitchen counter	CONT-R	kitchen counter is a counter that contains a kitchen	0	4.06425666809082
159	kitchen counter	TOPIC-R	kitchen counter is a counter that is about a kitchen	0	4.196969032287598
159	kitchen counter	COMP-R	kitchen counter is a counter that is composed of a kitchen	0	3.685091257095337
159	kitchen counter	PURPOSE	kitchen counter is a counter intended for a kitchen	0	4.099462032318115
160	wall covering	LOCATION	wall covering is a covering that is located on walls	1	4.030325412750244
160	wall covering	PARTONOMY	wall covering is a covering that is part of walls	0	4.326099872589111
160	wall covering	USG-R	wall covering is a covering that uses walls	0	5.2743144035339355
160	wall covering	PROD-R	wall covering is  a covering that walls produce	0	6.70559024810791
160	wall covering	PRODUCTION	wall covering is a covering that produces walls	0	5.828739643096924
160	wall covering	CONT-R	wall covering is a covering that contains walls	0	5.328481674194336
160	wall covering	TOPIC-R	wall covering is a covering that is about walls	0	5.145576477050781
160	wall covering	COMP-R	wall covering is a covering that is composed of walls	0	4.302530288696289
160	wall covering	PURPOSE	wall covering is a covering intended for walls	0	4.734997749328613
161	floor covering	LOCATION	floor covering is a covering that is located on a floor	1	3.440924882888794
161	floor covering	PARTONOMY	floor covering is a covering that is part of a floor	0	3.425344944000244
161	floor covering	USG-R	floor covering is a covering that uses a floor	0	4.517093658447266
161	floor covering	PROD-R	floor covering is  a covering that a floor produces	0	6.070173263549805
161	floor covering	PRODUCTION	floor covering is a covering that produces a floor	0	4.70269775390625
161	floor covering	CONT-R	floor covering is a covering that contains a floor	0	4.548831939697266
161	floor covering	TOPIC-R	floor covering is a covering that is about a floor	0	4.530858039855957
161	floor covering	COMP-R	floor covering is a covering that is composed of a floor	0	3.8373234272003174
161	floor covering	PURPOSE	floor covering is a covering intended for a floor	0	4.163668632507324
162	cabin crew	LOCATION	cabin crew is a crew that is located in a cabin	1	3.7315139770507812
162	cabin crew	PARTONOMY	cabin crew is a crew that is part of a cabin	0	3.794778347015381
162	cabin crew	USG-R	cabin crew is a crew that uses a cabin	0	4.486690998077393
162	cabin crew	PROD-R	cabin crew is  a crew that a cabin produces	0	6.082242488861084
162	cabin crew	PRODUCTION	cabin crew is a crew that produces a cabin	0	4.852856159210205
162	cabin crew	CONT-R	cabin crew is a crew that contains a cabin	0	4.5254340171813965
162	cabin crew	TOPIC-R	cabin crew is a crew that is about a cabin	0	4.545376300811768
162	cabin crew	COMP-R	cabin crew is a crew that is composed of a cabin	0	3.7588117122650146
162	cabin crew	PURPOSE	cabin crew is a crew intended for a cabin	0	4.751105308532715
163	ground crew	LOCATION	ground crew is a crew that is located on the ground	1	2.882950782775879
163	ground crew	PARTONOMY	ground crew is a crew that is part of the ground	0	2.986471176147461
163	ground crew	USG-R	ground crew is a crew that uses the ground	0	3.9846906661987305
163	ground crew	PROD-R	ground crew is  a crew that the ground produces	0	5.464466094970703
163	ground crew	PRODUCTION	ground crew is a crew that produces the ground	0	4.503932952880859
163	ground crew	CONT-R	ground crew is a crew that contains the ground	0	4.123936176300049
163	ground crew	TOPIC-R	ground crew is a crew that is about the ground	0	4.003777503967285
163	ground crew	COMP-R	ground crew is a crew that is composed of the ground	0	3.2805237770080566
163	ground crew	PURPOSE	ground crew is a crew intended for the ground	0	3.984621524810791
164	street crime	LOCATION	street crime is a crime that is located on a street	1	3.3401505947113037
164	street crime	PARTONOMY	street crime is a crime that is part of a street	0	3.3744735717773438
164	street crime	USG-R	street crime is a crime that uses a street	0	4.286591529846191
164	street crime	PROD-R	street crime is  a crime that a street produces	0	5.671694278717041
164	street crime	PRODUCTION	street crime is a crime that produces a street	0	4.632404804229736
164	street crime	CONT-R	street crime is a crime that contains a street	0	4.516197204589844
164	street crime	TOPIC-R	street crime is a crime that is about a street	0	4.0393171310424805
164	street crime	COMP-R	street crime is a crime that is composed of a street	0	3.8533542156219482
164	street crime	PURPOSE	street crime is a crime intended for a street	0	4.643377304077148
165	brain damage	LOCATION	brain damage is a damage that is located in the brain	1	2.926614761352539
165	brain damage	PARTONOMY	brain damage is a damage that is part of the brain	0	3.089005470275879
165	brain damage	USG-R	brain damage is a damage that uses the brain	0	4.077698707580566
165	brain damage	PROD-R	brain damage is  a damage that the brain produces	0	4.574492931365967
165	brain damage	PRODUCTION	brain damage is a damage that produces the brain	0	4.364562034606934
165	brain damage	CONT-R	brain damage is a damage that contains the brain	0	4.250777721405029
165	brain damage	TOPIC-R	brain damage is a damage that is about the brain	0	3.857015371322632
165	brain damage	COMP-R	brain damage is a damage that is composed of the brain	0	3.6601974964141846
165	brain damage	PURPOSE	brain damage is a damage intended for the brain	0	4.106046676635742
166	table dance	LOCATION	table dance is a dance that is located on a table	1	3.126380205154419
166	table dance	PARTONOMY	table dance is a dance that is part of a table	0	3.1143791675567627
166	table dance	USG-R	table dance is a dance that uses a table	0	3.2738146781921387
166	table dance	PROD-R	table dance is  a dance that a table produces	0	5.286434173583984
166	table dance	PRODUCTION	table dance is a dance that produces a table	0	3.987250328063965
166	table dance	CONT-R	table dance is a dance that contains a table	0	3.8321704864501953
166	table dance	TOPIC-R	table dance is a dance that is about a table	0	3.420535087585449
166	table dance	COMP-R	table dance is a dance that is composed of a table	0	3.282322645187378
166	table dance	PURPOSE	table dance is a dance intended for a table	0	3.6529033184051514
167	ice dancing	LOCATION	ice dancing is a dancing that is located on ice	1	4.494346618652344
167	ice dancing	PARTONOMY	ice dancing is a dancing that is part of ice	0	4.09166955947876
167	ice dancing	USG-R	ice dancing is a dancing that uses ice	0	4.646787166595459
167	ice dancing	PROD-R	ice dancing is  a dancing that ice produces	0	6.465827941894531
167	ice dancing	PRODUCTION	ice dancing is a dancing that produces ice	0	5.435801029205322
167	ice dancing	CONT-R	ice dancing is a dancing that contains ice	0	5.4776930809021
167	ice dancing	TOPIC-R	ice dancing is a dancing that is about ice	0	5.007333755493164
167	ice dancing	COMP-R	ice dancing is a dancing that is composed of ice	0	4.313704967498779
167	ice dancing	PURPOSE	ice dancing is a dancing intended for ice	0	5.429555416107178
168	home delivery	LOCATION	home delivery is a delivery that is located at home	1	4.259687900543213
168	home delivery	PARTONOMY	home delivery is a delivery that is part of home	0	4.151641368865967
168	home delivery	USG-R	home delivery is a delivery that uses home	0	5.263730525970459
168	home delivery	PROD-R	home delivery is  a delivery that home produces	0	6.546627044677734
168	home delivery	PRODUCTION	home delivery is a delivery that produces home	0	5.6943840980529785
168	home delivery	CONT-R	home delivery is a delivery that contains home	0	5.6201090812683105
168	home delivery	TOPIC-R	home delivery is a delivery that is about home	0	5.111617565155029
168	home delivery	COMP-R	home delivery is a delivery that is composed of home	0	4.564488887786865
168	home delivery	PURPOSE	home delivery is a delivery intended for home	0	5.0165114402771
169	rail depot	LOCATION	rail depot is a depot that is located near a rail	1	3.6868278980255127
169	rail depot	PARTONOMY	rail depot is a depot that is part of a rail	0	3.392712116241455
169	rail depot	USG-R	rail depot is a depot that uses a rail	0	4.3158979415893555
169	rail depot	PROD-R	rail depot is  a depot that a rail produces	0	6.216535568237305
169	rail depot	PRODUCTION	rail depot is a depot that produces a rail	0	4.8320631980896
169	rail depot	CONT-R	rail depot is a depot that contains a rail	0	4.222851753234863
169	rail depot	TOPIC-R	rail depot is a depot that is about a rail	0	4.634861469268799
169	rail depot	COMP-R	rail depot is a depot that is composed of a rail	0	3.820782423019409
169	rail depot	PURPOSE	rail depot is a depot intended for a rail	0	4.686051368713379
170	kidney disease	LOCATION	kidney disease is a disease that is located in the kidney	1	2.2536773681640625
170	kidney disease	PARTONOMY	kidney disease is a disease that is part of the kidney	0	2.315685749053955
170	kidney disease	USG-R	kidney disease is a disease that uses the kidney	0	2.7821266651153564
170	kidney disease	PROD-R	kidney disease is  a disease that the kidney produces	0	3.6961288452148438
170	kidney disease	PRODUCTION	kidney disease is a disease that produces the kidney	0	3.2576677799224854
170	kidney disease	CONT-R	kidney disease is a disease that contains the kidney	0	3.1394901275634766
170	kidney disease	TOPIC-R	kidney disease is a disease that is about the kidney	0	2.6868388652801514
170	kidney disease	COMP-R	kidney disease is a disease that is composed of the kidney	0	2.731621503829956
170	kidney disease	PURPOSE	kidney disease is a disease intended for the kidney	0	3.32089900970459
171	heart disease	LOCATION	heart disease is a disease that is located in the heart	1	2.701382637023926
171	heart disease	PARTONOMY	heart disease is a disease that is part of the heart	0	3.0399415493011475
171	heart disease	USG-R	heart disease is a disease that uses the heart	0	3.613629102706909
171	heart disease	PROD-R	heart disease is  a disease that the heart produces	0	4.59580135345459
171	heart disease	PRODUCTION	heart disease is a disease that produces the heart	0	4.1468939781188965
171	heart disease	CONT-R	heart disease is a disease that contains the heart	0	4.12005615234375
171	heart disease	TOPIC-R	heart disease is a disease that is about the heart	0	3.2716193199157715
171	heart disease	COMP-R	heart disease is a disease that is composed of the heart	0	3.5843887329101562
171	heart disease	PURPOSE	heart disease is a disease intended for the heart	0	3.9828543663024902
172	brain disease	LOCATION	brain disease is a disease that is located in the brain	1	2.6249711513519287
172	brain disease	PARTONOMY	brain disease is a disease that is part of the brain	0	3.210841417312622
172	brain disease	USG-R	brain disease is a disease that uses the brain	0	3.8256924152374268
172	brain disease	PROD-R	brain disease is  a disease that the brain produces	0	4.696109294891357
172	brain disease	PRODUCTION	brain disease is a disease that produces the brain	0	4.301397323608398
172	brain disease	CONT-R	brain disease is a disease that contains the brain	0	4.152174949645996
172	brain disease	TOPIC-R	brain disease is a disease that is about the brain	0	3.683159351348877
172	brain disease	COMP-R	brain disease is a disease that is composed of the brain	0	3.587303638458252
172	brain disease	PURPOSE	brain disease is a disease intended for the brain	0	4.173217296600342
173	skin disorder	LOCATION	skin disorder is a disorder that is located in the skin	1	2.910277843475342
173	skin disorder	PARTONOMY	skin disorder is a disorder that is part of the skin	0	3.2974624633789062
173	skin disorder	USG-R	skin disorder is a disorder that uses the skin	0	3.9506096839904785
173	skin disorder	PROD-R	skin disorder is  a disorder that the skin produces	0	4.629152774810791
173	skin disorder	PRODUCTION	skin disorder is a disorder that produces the skin	0	3.9308228492736816
173	skin disorder	CONT-R	skin disorder is a disorder that contains the skin	0	4.282173156738281
173	skin disorder	TOPIC-R	skin disorder is a disorder that is about the skin	0	3.46240496635437
173	skin disorder	COMP-R	skin disorder is a disorder that is composed of the skin	0	3.647463321685791
173	skin disorder	PURPOSE	skin disorder is a disorder intended for the skin	0	4.487191200256348
174	brain disorder	LOCATION	brain disorder is a disorder that is located in the brain	1	2.4376137256622314
174	brain disorder	PARTONOMY	brain disorder is a disorder that is part of the brain	0	3.0605247020721436
174	brain disorder	USG-R	brain disorder is a disorder that uses the brain	0	3.928579330444336
174	brain disorder	PROD-R	brain disorder is  a disorder that the brain produces	0	4.6120924949646
174	brain disorder	PRODUCTION	brain disorder is a disorder that produces the brain	0	4.115412712097168
174	brain disorder	CONT-R	brain disorder is a disorder that contains the brain	0	4.220941543579102
174	brain disorder	TOPIC-R	brain disorder is a disorder that is about the brain	0	3.3482141494750977
174	brain disorder	COMP-R	brain disorder is a disorder that is composed of the brain	0	3.492889404296875
174	brain disorder	PURPOSE	brain disorder is a disorder intended for the brain	0	4.361904621124268
175	blood disorder	LOCATION	blood disorder is a disorder that is located in the blood	1	3.1057472229003906
175	blood disorder	PARTONOMY	blood disorder is a disorder that is part of the blood	0	3.2240676879882812
175	blood disorder	USG-R	blood disorder is a disorder that uses the blood	0	3.933286666870117
175	blood disorder	PROD-R	blood disorder is  a disorder that the blood produces	0	4.844285011291504
175	blood disorder	PRODUCTION	blood disorder is a disorder that produces the blood	0	4.146823883056641
175	blood disorder	CONT-R	blood disorder is a disorder that contains the blood	0	4.10645866394043
175	blood disorder	TOPIC-R	blood disorder is a disorder that is about the blood	0	3.6598026752471924
175	blood disorder	COMP-R	blood disorder is a disorder that is composed of the blood	0	3.7164978981018066
175	blood disorder	PURPOSE	blood disorder is a disorder intended for the blood	0	4.585287094116211
176	city district	LOCATION	city district is a district that is located in a city	1	3.142622947692871
176	city district	PARTONOMY	city district is a district that is part of a city	0	2.971883535385132
176	city district	USG-R	city district is a district that uses a city	0	4.3697967529296875
176	city district	PROD-R	city district is  a district that a city produces	0	5.524144172668457
176	city district	PRODUCTION	city district is a district that produces a city	0	4.703559875488281
176	city district	CONT-R	city district is a district that contains a city	0	3.8231101036071777
176	city district	TOPIC-R	city district is a district that is about a city	0	4.193078994750977
176	city district	COMP-R	city district is a district that is composed of a city	0	3.4432990550994873
176	city district	PURPOSE	city district is a district intended for a city	0	4.657269477844238
177	street fair	LOCATION	street fair is a fair that is located on a street	1	3.575838565826416
177	street fair	PARTONOMY	street fair is a fair that is part of a street	0	3.7301793098449707
177	street fair	USG-R	street fair is a fair that uses a street	0	4.465888500213623
177	street fair	PROD-R	street fair is  a fair that a street produces	0	5.80078125
177	street fair	PRODUCTION	street fair is a fair that produces a street	0	4.774837493896484
177	street fair	CONT-R	street fair is a fair that contains a street	0	4.619473457336426
177	street fair	TOPIC-R	street fair is a fair that is about a street	0	4.24488639831543
177	street fair	COMP-R	street fair is a fair that is composed of a street	0	3.9220833778381348
177	street fair	PURPOSE	street fair is a fair intended for a street	0	5.30195426940918
178	home fan	LOCATION	home fan is a fan that is located at home	1	4.010634899139404
178	home fan	PARTONOMY	home fan is a fan that is part of home	0	3.989309549331665
178	home fan	USG-R	home fan is a fan that uses home	0	5.0852274894714355
178	home fan	PROD-R	home fan is  a fan that home produces	0	6.6220598220825195
178	home fan	PRODUCTION	home fan is a fan that produces home	0	5.455808639526367
178	home fan	CONT-R	home fan is a fan that contains home	0	5.731729030609131
178	home fan	TOPIC-R	home fan is a fan that is about home	0	5.107553482055664
178	home fan	COMP-R	home fan is a fan that is composed of home	0	4.75217342376709
178	home fan	PURPOSE	home fan is a fan intended for home	0	5.062634468078613
179	space flight	LOCATION	space flight is a flight that is located in a space	1	3.7774550914764404
179	space flight	PARTONOMY	space flight is a flight that is part of a space	0	2.982875347137451
179	space flight	USG-R	space flight is a flight that uses a space	0	4.371889114379883
179	space flight	PROD-R	space flight is  a flight that a space produces	0	6.360739231109619
179	space flight	PRODUCTION	space flight is a flight that produces a space	0	4.950991630554199
179	space flight	CONT-R	space flight is a flight that contains a space	0	4.357119560241699
179	space flight	TOPIC-R	space flight is a flight that is about a space	0	4.613972187042236
